NR;Geschlecht;Alter;Nielsen;Bundesland;Arbeitsstatus;Kinder im Haushalt (<18);Haushaltsgröße;Haushaltsnettoeinkommen;Familienstand;Berufs- / Akademische Bildung;Schulbildung;Urban (>100k Einw.);Land;1. Welche der folgenden Getränke trinkst Du zumindest gelegentlich?:Saft;1. Welche der folgenden Getränke trinkst Du zumindest gelegentlich?:Kaffee;1. Welche der folgenden Getränke trinkst Du zumindest gelegentlich?:Milch;1. Welche der folgenden Getränke trinkst Du zumindest gelegentlich?:Vegane Milch;1. Welche der folgenden Getränke trinkst Du zumindest gelegentlich?:Cola;1. Welche der folgenden Getränke trinkst Du zumindest gelegentlich?:Eistee;1. Welche der folgenden Getränke trinkst Du zumindest gelegentlich?:Tee;1. Welche der folgenden Getränke trinkst Du zumindest gelegentlich?:Nichts davon;2. Wie häufig trinkst Du Saft?;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Apfel;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Karotte;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Mango;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Pfirsich;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Kirsche;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Kirsch-Banane;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Schwarze Johannisbeere;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Orange;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Passionsfrucht;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Rhabarber;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Keine davon
346;f;17;1;Niedersachsen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;4000€ bis 5000€;Single / Ledig;(Noch) kein Abschluss;Realschulabschluss;0;DEU;1;0;1;0;0;0;1;0;Alle 2-3 Wochen;0;0;0;0;1;0;0;1;0;0;0
347;m;59;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Hauptschulabschluss;1;DEU;1;1;1;0;1;1;0;0;Mehrmals am Tag;0;0;1;1;0;1;1;0;0;0;0
348;m;18;6;Brandenburg;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;3000€ bis 4000€;In einer Beziehung;(Noch) kein Abschluss;Abitur / Fachabitur;0;DEU;1;1;0;0;1;0;1;0;Ein Mal pro Woche;0;0;0;0;0;0;1;1;1;1;0
349;m;18;2;Nordrhein-Westfalen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;4 Personen;<1000€;Single / Ledig;Universitärer Abschluss;Abitur / Fachabitur;1;DEU;0;0;1;0;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
350;m;50;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Abitur / Fachabitur;0;DEU;1;1;0;1;0;1;1;0;Mehrmals am Tag;1;0;1;0;0;1;0;1;0;0;0
351;f;65;6;Mecklenburg-Vorpommern;in Rente;Keine Kinder (<18) im Haushalt;2 Personen;2000€ bis 3000€;In einer Beziehung;Lehre / Ausbilung;Realschulabschluss;0;DEU;0;1;1;0;0;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
352;f;33;7;Sachsen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;2000€ bis 3000€;In einer Beziehung;Lehre / Ausbilung;Realschulabschluss;1;DEU;1;1;1;1;1;1;1;0;Mehrmals am Tag;1;1;1;1;1;1;1;1;1;1;0
353;f;36;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;1;0;1;1;1;0;Ein Mal pro Woche;0;0;0;0;0;0;0;1;0;1;0
354;f;58;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;3 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Abitur / Fachabitur;0;DEU;1;1;1;1;1;1;1;0;Alle 2-3 Tage;1;1;1;1;1;1;1;1;1;0;0
355;f;33;1;Niedersachsen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;0;0;0;0;1;0;0;Seltener;-;-;-;-;-;-;-;-;-;-;-
356;m;17;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Hauptschulabschluss;1;DEU;0;1;0;0;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
357;f;58;4;Bayern;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;0;DEU;0;1;0;0;1;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
358;f;21;2;Nordrhein-Westfalen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;Mehr als 4 Personen;<1000€;In einer Beziehung;(Noch) kein Abschluss;Abitur / Fachabitur;1;DEU;1;0;1;0;0;1;1;0;Alle 2-3 Wochen;1;0;0;0;1;0;0;0;0;0;0
359;f;35;6;Brandenburg;Erwerbstätig;Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;2000€ bis 3000€;Single / Ledig;(Noch) kein Abschluss;Ohne Abschluss;0;DEU;1;1;0;0;1;0;1;0;Alle 2-3 Tage;1;1;1;1;1;1;1;1;1;1;0
360;m;56;5;Berlin;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;3000€ bis 4000€;In einer Beziehung;Lehre / Ausbilung;Realschulabschluss;1;DEU;0;1;1;0;0;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
361;f;35;6;Sachsen-Anhalt;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;>5000€;In einer Beziehung;Universitärer Abschluss;Abitur / Fachabitur;1;DEU;1;1;1;1;1;1;1;0;Mehrmals am Tag;1;0;1;0;1;1;0;0;1;1;0
362;m;18;7;Sachsen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;2 Personen;1000€ bis 2000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;1;DEU;0;0;0;0;1;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
363;f;28;3a;Saarland;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;(Noch) kein Abschluss;Ohne Abschluss;0;DEU;1;0;0;0;1;1;1;0;Alle 2-3 Tage;1;0;1;0;0;0;0;1;0;0;0
364;f;49;6;Mecklenburg-Vorpommern;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;<1000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;0;DEU;0;1;1;0;0;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
365;f;58;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;In einer Beziehung;Lehre / Ausbilung;Abitur / Fachabitur;0;DEU;1;0;1;0;1;0;1;0;Ein Mal am Tag;1;0;1;1;1;1;1;1;0;1;0
366;f;56;6;Brandenburg;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;-;0;DEU;0;0;1;0;0;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
367;f;20;1;Niedersachsen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;2 Personen;<1000€;Single / Ledig;Lehre / Ausbilung;Ohne Abschluss;0;DEU;1;0;1;0;1;1;1;0;Mehrmals am Tag;1;0;1;1;1;1;0;1;1;0;0
368;f;57;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;3 Personen;2000€ bis 3000€;In einer Beziehung;Lehre / Ausbilung;Hauptschulabschluss;1;DEU;0;0;0;0;1;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
369;f;65;6;Sachsen-Anhalt;in Rente;Keine Kinder (<18) im Haushalt;1 Person;<1000€;Single / Ledig;(Noch) kein Abschluss;Hauptschulabschluss;0;DEU;0;1;1;0;0;1;0;0;-;-;-;-;-;-;-;-;-;-;-;-
370;m;35;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;1;DEU;1;1;1;1;1;1;1;0;Mehrmals am Tag;1;1;1;1;1;1;1;1;1;1;0
371;f;57;4;Bayern;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Realschulabschluss;0;DEU;1;1;0;0;1;0;0;0;Ein Mal pro Woche;1;0;0;0;0;0;0;1;0;0;0
372;f;56;6;Sachsen-Anhalt;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;4000€ bis 5000€;Single / Ledig;Universitärer Abschluss;Abitur / Fachabitur;0;DEU;1;1;1;0;1;0;1;0;Alle 2-3 Tage;1;0;0;1;0;0;1;1;1;0;0
373;m;47;6;Sachsen-Anhalt;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;2000€ bis 3000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;1;DEU;0;1;0;0;1;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
374;m;50;1;Schleswig-Holstein;in Rente;Keine Kinder (<18) im Haushalt;3 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;0;DEU;0;1;1;0;1;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
375;f;27;3a;Hessen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;2000€ bis 3000€;In einer Beziehung;(Noch) kein Abschluss;Realschulabschluss;0;DEU;1;0;0;0;0;1;1;0;Alle 2-3 Tage;0;0;1;0;1;1;0;0;1;0;0
376;m;21;5;Berlin;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;1;DEU;1;1;1;1;1;1;1;0;Mehrmals am Tag;1;1;1;1;1;1;1;1;1;1;0
377;f;24;1;Hamburg;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;2 Personen;3000€ bis 4000€;In einer Beziehung;(Noch) kein Abschluss;Abitur / Fachabitur;1;DEU;1;0;1;1;1;1;1;0;Alle 2-3 Tage;1;0;1;0;1;0;1;1;1;1;0
378;m;26;4;Bayern;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;2000€ bis 3000€;Single / Ledig;Lehre / Ausbilung;Abitur / Fachabitur;0;DEU;1;0;1;0;1;1;1;0;Ein Mal pro Woche;1;1;1;0;1;1;1;1;1;0;0
379;m;45;7;Sachsen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;4000€ bis 5000€;In einer Beziehung;Lehre / Ausbilung;Abitur / Fachabitur;1;DEU;1;1;1;0;1;0;1;0;Alle 2-3 Tage;1;1;1;1;1;1;1;1;1;0;0
380;m;54;1;Niedersachsen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Hauptschulabschluss;0;DEU;1;1;0;0;1;1;0;0;Ein Mal am Tag;1;1;1;1;1;1;1;1;1;1;0
381;f;30;4;Bayern;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;(Noch) kein Abschluss;Realschulabschluss;0;DEU;1;0;1;0;0;0;1;0;Alle 2-3 Tage;1;0;0;0;0;0;1;0;1;1;0
382;m;41;4;Bayern;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;3000€ bis 4000€;Single / Ledig;Universitärer Abschluss;Abitur / Fachabitur;0;DEU;1;1;1;1;1;1;1;0;Alle 2-3 Tage;1;1;1;1;1;1;1;1;1;1;0
383;m;55;3a;Hessen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;(Noch) kein Abschluss;Abitur / Fachabitur;0;DEU;1;1;0;1;0;0;1;0;Alle 2-3 Tage;1;0;1;0;0;1;0;1;0;0;0
384;m;59;3a;Hessen;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;<1000€;In einer Beziehung;(Noch) kein Abschluss;Hauptschulabschluss;0;DEU;1;1;0;0;0;0;1;0;Ein Mal pro Woche;1;1;0;0;0;0;0;1;0;0;0
385;f;19;4;Bayern;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;3 Personen;2000€ bis 3000€;Single / Ledig;(Noch) kein Abschluss;Abitur / Fachabitur;1;DEU;1;1;1;1;0;0;1;0;Ein Mal am Tag;1;0;1;1;1;0;1;1;1;1;0
386;f;24;6;Mecklenburg-Vorpommern;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;In einer Beziehung;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;1;0;1;1;1;0;Alle 2-3 Tage;1;1;0;0;0;1;0;1;1;0;0
387;f;48;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;4000€ bis 5000€;In einer Beziehung;Lehre / Ausbilung;Abitur / Fachabitur;0;DEU;1;1;1;0;1;1;0;0;Ein Mal pro Woche;1;1;0;1;1;1;0;1;0;0;0
388;f;57;1;Schleswig-Holstein;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;<1000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;0;DEU;0;1;0;0;1;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
389;f;38;5;Berlin;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;<1000€;Single / Ledig;Lehre / Ausbilung;Hauptschulabschluss;1;DEU;0;0;1;0;1;1;1;0;-;-;-;-;-;-;-;-;-;-;-;-
390;m;59;7;Sachsen;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;<1000€;Single / Ledig;(Noch) kein Abschluss;Hauptschulabschluss;0;DEU;0;0;0;0;0;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
391;f;59;6;Sachsen-Anhalt;Sonstige;Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;<1000€;Single / Ledig;(Noch) kein Abschluss;Realschulabschluss;1;DEU;0;1;0;0;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
392;m;54;6;Sachsen-Anhalt;Erwerbstätig;Keine Kinder (<18) im Haushalt;3 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Realschulabschluss;1;DEU;1;1;0;0;1;1;1;0;Ein Mal pro Woche;0;0;0;1;0;1;0;0;0;0;0
393;f;39;3a;Saarland;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;<1000€;Single / Ledig;Lehre / Ausbilung;Hauptschulabschluss;0;DEU;0;0;0;0;0;1;1;0;-;-;-;-;-;-;-;-;-;-;-;-
394;m;33;7;Sachsen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;0;DEU;1;1;0;1;1;1;1;0;Alle 2-3 Wochen;0;0;1;1;0;0;1;1;1;0;0
395;m;63;1;Niedersachsen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;2000€ bis 3000€;Single / Ledig;Universitärer Abschluss;Abitur / Fachabitur;1;DEU;0;1;1;1;1;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
396;m;50;7;Sachsen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;1;1;1;1;1;0;Alle 2-3 Tage;1;0;1;1;1;1;1;0;1;1;0
397;f;47;7;Thueringen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Abitur / Fachabitur;1;DEU;0;1;1;0;1;1;1;0;-;-;-;-;-;-;-;-;-;-;-;-
398;f;59;7;Sachsen;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;<1000€;Single / Ledig;Universitärer Abschluss;Realschulabschluss;0;DEU;1;0;0;0;0;0;0;0;Alle 2-3 Tage;0;1;0;1;0;1;0;1;0;0;0
399;f;25;1;Niedersachsen;Sonstige;Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;<1000€;In einer Beziehung;(Noch) kein Abschluss;Ohne Abschluss;0;DEU;0;0;0;0;1;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
400;m;37;4;Bayern;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;1;DEU;1;1;1;0;1;0;1;0;Ein Mal pro Woche;1;0;1;0;0;1;1;1;1;0;0
401;f;32;5;Berlin;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;3 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Realschulabschluss;1;DEU;1;1;0;0;0;1;1;0;Mehrmals am Tag;0;1;1;1;1;1;0;1;1;1;0
402;m;18;1;Schleswig-Holstein;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;3 Personen;2000€ bis 3000€;Single / Ledig;(Noch) kein Abschluss;Abitur / Fachabitur;0;DEU;0;0;1;0;1;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
403;f;60;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;<1000€;Single / Ledig;Lehre / Ausbilung;Hauptschulabschluss;0;DEU;0;1;1;0;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
404;f;35;6;Sachsen-Anhalt;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;1;DEU;1;1;1;1;1;1;1;0;Mehrmals am Tag;1;1;1;1;1;0;0;0;0;0;0
405;m;38;4;Bayern;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;1;DEU;1;1;1;1;1;1;1;0;Ein Mal am Tag;1;1;1;1;1;1;1;1;1;1;0
406;f;37;2;Nordrhein-Westfalen;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;(Noch) kein Abschluss;Realschulabschluss;1;DEU;1;0;1;0;1;1;1;0;Alle 2-3 Wochen;0;0;0;1;0;1;0;0;1;0;0
407;f;36;5;Berlin;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;1000€ bis 2000€;In einer Beziehung;Lehre / Ausbilung;Abitur / Fachabitur;1;DEU;1;0;0;0;0;0;0;0;Mehrmals am Tag;0;0;0;0;0;0;0;1;0;0;0
408;m;65;1;Schleswig-Holstein;in Rente;Keine Kinder (<18) im Haushalt;2 Personen;3000€ bis 4000€;In einer Beziehung;Lehre / Ausbilung;Realschulabschluss;0;DEU;0;1;0;0;0;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
409;f;56;3a;Hessen;in Rente;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;1;1;1;0;1;0;Seltener;-;-;-;-;-;-;-;-;-;-;-
410;m;16;3a;Rheinland-Pfalz;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;3 Personen;2000€ bis 3000€;Single / Ledig;Lehre / Ausbilung;Ohne Abschluss;0;DEU;1;0;1;0;0;1;0;0;Alle 2-3 Tage;1;0;0;1;1;1;0;1;0;0;0
411;m;57;4;Bayern;in Rente;Keine Kinder (<18) im Haushalt;2 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;0;DEU;0;1;1;0;1;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
412;m;20;3a;Rheinland-Pfalz;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;2000€ bis 3000€;Single / Ledig;(Noch) kein Abschluss;Realschulabschluss;0;DEU;0;0;0;0;0;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
413;m;21;1;Hamburg;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;<1000€;Single / Ledig;Universitärer Abschluss;Abitur / Fachabitur;1;DEU;0;1;1;1;0;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
414;f;53;3a;Rheinland-Pfalz;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Hauptschulabschluss;0;DEU;1;1;0;0;1;1;1;0;Alle 2-3 Tage;1;0;1;1;1;0;1;1;1;1;0
415;f;31;3a;Hessen;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;In einer Beziehung;Lehre / Ausbilung;Realschulabschluss;0;DEU;0;0;0;0;1;1;1;0;-;-;-;-;-;-;-;-;-;-;-;-
416;m;55;1;Bremen;Sonstige;Keine Kinder (<18) im Haushalt;1 Person;<1000€;Single / Ledig;(Noch) kein Abschluss;Realschulabschluss;1;DEU;1;1;1;0;1;0;1;0;Alle 2-3 Wochen;1;0;0;0;0;0;0;0;0;0;0
417;f;42;4;Bayern;Erwerbstätig;Min. ein Kind (<18) im Haushalt;2 Personen;1000€ bis 2000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;1;DEU;1;1;1;0;1;0;1;0;Ein Mal pro Woche;1;1;1;0;0;0;1;1;0;0;0
418;m;33;3b;Baden-Wuerttemberg;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;2000€ bis 3000€;Single / Ledig;Universitärer Abschluss;Abitur / Fachabitur;0;DEU;1;1;0;0;1;0;0;0;Ein Mal am Tag;0;0;1;0;1;1;0;1;0;0;0
419;f;44;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;0;DEU;0;1;1;0;1;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
420;f;26;6;Mecklenburg-Vorpommern;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;<1000€;In einer Beziehung;(Noch) kein Abschluss;Realschulabschluss;0;DEU;1;1;1;0;1;0;0;0;Alle 2-3 Tage;1;0;1;0;0;1;1;1;1;0;0
421;f;19;4;Bayern;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;2 Personen;2000€ bis 3000€;In einer Beziehung;Lehre / Ausbilung;Realschulabschluss;0;DEU;0;0;0;0;0;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
422;f;16;2;Nordrhein-Westfalen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;1000€ bis 2000€;Single / Ledig;(Noch) kein Abschluss;Realschulabschluss;0;DEU;1;1;1;1;1;1;1;0;Alle 2-3 Wochen;1;0;0;0;1;1;0;1;0;0;0
423;m;52;3a;Rheinland-Pfalz;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;1;DEU;0;1;1;0;0;1;1;0;-;-;-;-;-;-;-;-;-;-;-;-
424;f;17;3b;Baden-Wuerttemberg;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;2000€ bis 3000€;Single / Ledig;(Noch) kein Abschluss;Ohne Abschluss;0;DEU;1;0;0;1;0;1;1;0;Alle 2-3 Wochen;0;0;1;0;0;0;0;0;0;0;0
425;f;20;4;Bayern;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;2000€ bis 3000€;Single / Ledig;Lehre / Ausbilung;Abitur / Fachabitur;0;DEU;1;1;1;1;1;1;1;0;Mehrmals am Tag;1;1;1;1;1;0;1;1;1;1;0
426;f;29;6;Brandenburg;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;<1000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;1;DEU;1;1;1;0;1;1;1;0;Alle 2-3 Tage;0;1;1;1;0;0;0;1;0;1;0
427;f;62;5;Berlin;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;2000€ bis 3000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;1;DEU;0;1;0;0;0;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
428;m;52;3b;Baden-Wuerttemberg;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;4000€ bis 5000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;1;DEU;1;1;1;1;1;1;1;0;Alle 2-3 Tage;1;0;0;1;1;0;0;1;0;0;0
429;m;57;4;Bayern;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Abitur / Fachabitur;0;DEU;0;1;1;0;1;1;1;0;-;-;-;-;-;-;-;-;-;-;-;-
